Ticket Key,Epic Key,Title,Description,Owner,Owner Lane,Estimate,Priority,Sprint,State,Area,Launch Critical,Action Type,Channel,Dependencies,Labels,Why,Scope,Out of Scope,Acceptance Criteria,Tests,Metrics,Rollback Note
ACT-070,ACT-EG,/wallet,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-070
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-040, ACT-014

Why
The wallet is the main user surface for caps, payment methods, rules, and trusted hosts.

Scope
- Show payment methods
- Show standing rules
- Show trusted hosts and default caps

Out of Scope
- Enterprise admin settings
- Phase 1.5 connectors

Acceptance Criteria
- Wallet shows payment methods
- Wallet shows standing rules and trusted hosts
- Wallet shows default caps

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,5,Highest,Sprint 1,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-040,ACT-014","launch-1,action-wallet,epic-g,lane-b,act-070,sprint-1,action-buy,action-cancel-recover,channel-platform","The wallet is the main user surface for caps, payment methods, rules, and trusted hosts.",Show payment methods | Show standing rules | Show trusted hosts and default caps,Enterprise admin settings | Phase 1.5 connectors,Wallet shows payment methods | Wallet shows standing rules and trusted hosts | Wallet shows default caps,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-071,ACT-EG,/approvals,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-071
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-022, ACT-023

Why
Users need one inbox for pending hosted approvals across external hosts.

Scope
- Show pending approval inbox
- Support approval deep links and resume state
- Keep inbox state aligned with approval records

Out of Scope
- Notification center beyond approvals
- Operator-only approval triage

Acceptance Criteria
- Approval inbox shows pending requests
- Deep links and resume state work
- Inbox state matches approval records

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 1,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-022,ACT-023","launch-1,action-wallet,epic-g,lane-b,act-071,sprint-1,action-buy,action-cancel-recover,channel-platform",Users need one inbox for pending hosted approvals across external hosts.,Show pending approval inbox | Support approval deep links and resume state | Keep inbox state aligned with approval records,Notification center beyond approvals | Operator-only approval triage,Approval inbox shows pending requests | Deep links and resume state work | Inbox state matches approval records,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-072,ACT-EG,Approval detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-072
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-023, ACT-040, ACT-042

Why
Approval decisions will be unsafe unless the page clearly explains scope and evidence expectations.

Scope
- Show host action vendor or domain spend cap time window undo or dispute path and evidence required
- Render one readable approval summary
- Bind the page to the wallet envelope

Out of Scope
- Long-form educational content
- Per-host custom approval layouts

Acceptance Criteria
- Approval page shows host action vendor or domain spend cap time window undo or dispute path and evidence required
- The summary is readable
- The page binds to the wallet envelope

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 1,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-023,ACT-040,ACT-042","launch-1,action-wallet,epic-g,lane-b,act-072,sprint-1,action-buy,action-cancel-recover,channel-platform",Approval decisions will be unsafe unless the page clearly explains scope and evidence expectations.,Show host action vendor or domain spend cap time window undo or dispute path and evidence required | Render one readable approval summary | Bind the page to the wallet envelope,Long-form educational content | Per-host custom approval layouts,Approval page shows host action vendor or domain spend cap time window undo or dispute path and evidence required | The summary is readable | The page binds to the wallet envelope,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-073,ACT-EG,Approval decision UX,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-073
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-024, ACT-072, ACT-041

Why
The decision surface must make approve once, deny, and standing rule creation explicit without widening scope.

Scope
- Support approve once
- Support deny
- Support allowed standing rule creation

Out of Scope
- Bulk approvals
- Rule creation outside launch action types

Acceptance Criteria
- Users can approve once
- Users can deny
- Users can create a standing rule when allowed

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 1,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-024,ACT-072,ACT-041","launch-1,action-wallet,epic-g,lane-b,act-073,sprint-1,action-buy,action-cancel-recover,channel-platform","The decision surface must make approve once, deny, and standing rule creation explicit without widening scope.",Support approve once | Support deny | Support allowed standing rule creation,Bulk approvals | Rule creation outside launch action types,Users can approve once | Users can deny | Users can create a standing rule when allowed,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-074,ACT-EG,/receipts,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-074
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-065

Why
Users need a durable receipt vault after launch actions complete.

Scope
- List receipts
- Support basic filtering by state
- Link into receipt detail

Out of Scope
- Advanced receipt search
- Export workflows beyond launch

Acceptance Criteria
- Receipt list exists
- Basic filtering by state works
- Receipt detail links are present

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,ACT-065,"launch-1,action-wallet,epic-g,lane-b,act-074,sprint-2,action-buy,action-cancel-recover,channel-platform",Users need a durable receipt vault after launch actions complete.,List receipts | Support basic filtering by state | Link into receipt detail,Advanced receipt search | Export workflows beyond launch,Receipt list exists | Basic filtering by state works | Receipt detail links are present,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-075,ACT-EG,Receipt detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-075
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-065, ACT-066

Why
The launch trust story depends on a readable receipt page with evidence and settlement state.

Scope
- Show readable summary
- Show linked artifacts
- Show settlement state and dispute button

Out of Scope
- Printable invoices
- Multi-language receipt copy

Acceptance Criteria
- Receipt detail shows a readable summary
- Linked artifacts are visible
- Settlement state and dispute button are present

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-065,ACT-066","launch-1,action-wallet,epic-g,lane-b,act-075,sprint-2,action-buy,action-cancel-recover,channel-platform",The launch trust story depends on a readable receipt page with evidence and settlement state.,Show readable summary | Show linked artifacts | Show settlement state and dispute button,Printable invoices | Multi-language receipt copy,Receipt detail shows a readable summary | Linked artifacts are visible | Settlement state and dispute button are present,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-076,ACT-EG,/disputes,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-076
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-029, ACT-030

Why
Users need one place to open and track disputes after completion.

Scope
- Create disputes from the web surface
- Show dispute timeline and status
- Link back to receipt context

Out of Scope
- Arbitration admin tools
- Support inbox features beyond disputes

Acceptance Criteria
- Users can create disputes
- Dispute timeline and status are visible
- Disputes link back to receipt context

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-029,ACT-030","launch-1,action-wallet,epic-g,lane-b,act-076,sprint-2,action-buy,action-cancel-recover,channel-platform",Users need one place to open and track disputes after completion.,Create disputes from the web surface | Show dispute timeline and status | Link back to receipt context,Arbitration admin tools | Support inbox features beyond disputes,Users can create disputes | Dispute timeline and status are visible | Disputes link back to receipt context,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-077,ACT-EG,/integrations,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-077
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-014, ACT-016, ACT-031

Why
Users need visibility into connected hosts and a direct revocation path.

Scope
- List connected hosts
- Show install status
- Support host revocation actions

Out of Scope
- Open marketplace discovery
- Connector management beyond launch hosts

Acceptance Criteria
- Connected hosts are listed
- Install status is shown
- Users can revoke a host

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,2,Highest,Sprint 2,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-014,ACT-016,ACT-031","launch-1,action-wallet,epic-g,lane-b,act-077,sprint-2,action-buy,action-cancel-recover,channel-platform",Users need visibility into connected hosts and a direct revocation path.,List connected hosts | Show install status | Support host revocation actions,Open marketplace discovery | Connector management beyond launch hosts,Connected hosts are listed | Install status is shown | Users can revoke a host,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-078,ACT-EG,Product emails,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-078
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-010, ACT-024, ACT-028, ACT-030

Why
Email is the lowest-friction path to pull users back into approvals, receipts, and disputes.

Scope
- Send sign-in email
- Send approval requested email
- Send receipt issued and dispute update emails

Out of Scope
- General inbox sync
- Marketing automation

Acceptance Criteria
- Sign-in email exists
- Approval requested email exists
- Receipt issued and dispute update emails exist

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,2,Highest,Sprint 3,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-010,ACT-024,ACT-028,ACT-030","launch-1,action-wallet,epic-g,lane-b,act-078,sprint-3,action-buy,action-cancel-recover,channel-platform","Email is the lowest-friction path to pull users back into approvals, receipts, and disputes.",Send sign-in email | Send approval requested email | Send receipt issued and dispute update emails,General inbox sync | Marketing automation,Sign-in email exists | Approval requested email exists | Receipt issued and dispute update emails exist,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-079,ACT-EG,Error and blocked-state pages,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-079
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-012, ACT-043, ACT-057

Why
Users need clear blocked states when approval links expire, grants are revoked, or verification fails.

Scope
- Show expired link page
- Show revoked grant and verification failure states
- Show unsupported host messaging

Out of Scope
- Custom states for out-of-scope Phase 1.5 channels
- Rich troubleshooting wizards

Acceptance Criteria
- Expired link page exists
- Revoked grant and verification failure states exist
- Unsupported host messaging exists

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,2,Highest,Sprint 3,Backlog,Consumer web surfaces,true,"buy,cancel/recover",platform,"ACT-012,ACT-043,ACT-057","launch-1,action-wallet,epic-g,lane-b,act-079,sprint-3,action-buy,action-cancel-recover,channel-platform","Users need clear blocked states when approval links expire, grants are revoked, or verification fails.",Show expired link page | Show revoked grant and verification failure states | Show unsupported host messaging,Custom states for out-of-scope Phase 1.5 channels | Rich troubleshooting wizards,Expired link page exists | Revoked grant and verification failure states exist | Unsupported host messaging exists,unit: route state and component behavior | integration: page to API wiring | smoke: hosted user journey,approval completion rate | approval-to-completion conversion | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-080,ACT-EH,Operator auth and RBAC,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-080
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-011

Why
Operator actions must be role-bound before rescue, refund, or dispute workflows go live.

Scope
- Define support ops and admin roles
- Protect operator routes and APIs
- Enforce role checks on rescue actions

Out of Scope
- Enterprise audit integrations
- Attribute-based policy authoring

Acceptance Criteria
- Support ops and admin roles exist
- Operator routes and APIs are protected
- Rescue actions enforce role checks

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-010,ACT-011","launch-1,action-wallet,epic-h,lane-b,act-080,sprint-2,action-buy,action-cancel-recover,channel-internal","Operator actions must be role-bound before rescue, refund, or dispute workflows go live.",Define support ops and admin roles | Protect operator routes and APIs | Enforce role checks on rescue actions,Enterprise audit integrations | Attribute-based policy authoring,Support ops and admin roles exist | Operator routes and APIs are protected | Rescue actions enforce role checks,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-081,ACT-EH,Queue dashboard,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-081
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-064, ACT-056, ACT-029

Why
Operators need one dashboard for the queues that block launch reliability.

Scope
- Show pending verification queue
- Show insufficient evidence payment failure disputes and host integration failure queues
- Expose queue counts and drill-ins

Out of Scope
- Agent roster management
- General BI dashboards

Acceptance Criteria
- Pending verification queue is shown
- Insufficient evidence payment failure disputes and host integration failure queues are shown
- Queue counts and drill-ins are available

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-080,ACT-064,ACT-056,ACT-029","launch-1,action-wallet,epic-h,lane-b,act-081,sprint-2,action-buy,action-cancel-recover,channel-internal",Operators need one dashboard for the queues that block launch reliability.,Show pending verification queue | Show insufficient evidence payment failure disputes and host integration failure queues | Expose queue counts and drill-ins,Agent roster management | General BI dashboards,Pending verification queue is shown | Insufficient evidence payment failure disputes and host integration failure queues are shown | Queue counts and drill-ins are available,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-082,ACT-EH,Run detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-082
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-020, ACT-024, ACT-025, ACT-026, ACT-027, ACT-059

Why
Rescue and dispute handling both need one run detail view with the full launch chain.

Scope
- Show intent approvals grant evidence verifier result settlement and audit log
- Bind all launch objects into one detail view
- Support operator inspection without raw DB queries

Out of Scope
- Public consumer detail view replacement
- Cross-run reporting

Acceptance Criteria
- Run detail shows intent approvals grant evidence verifier result settlement and audit log
- Launch objects are bound into one view
- Operators can inspect without raw DB queries

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-020,ACT-024,ACT-025,ACT-026,ACT-027,ACT-059","launch-1,action-wallet,epic-h,lane-b,act-082,sprint-2,action-buy,action-cancel-recover,channel-internal",Rescue and dispute handling both need one run detail view with the full launch chain.,Show intent approvals grant evidence verifier result settlement and audit log | Bind all launch objects into one detail view | Support operator inspection without raw DB queries,Public consumer detail view replacement | Cross-run reporting,Run detail shows intent approvals grant evidence verifier result settlement and audit log | Launch objects are bound into one view | Operators can inspect without raw DB queries,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-083,ACT-EH,Rescue actions,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-083
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-082, ACT-045, ACT-054

Why
Launch trust depends on operators being able to pause, retry, revoke, refund, and quarantine without engineering intervention.

Scope
- Support retry finalize request more evidence pause revoke refund resolve dispute and quarantine host actions
- Audit every rescue action
- Expose state changes back to queues and run detail

Out of Scope
- Invisible human fulfillment
- Free-form backdoor state edits

Acceptance Criteria
- Operators can retry finalize request more evidence pause revoke refund resolve disputes and quarantine hosts
- Every rescue action is audited
- Queue and run detail state updates correctly

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,5,Highest,Sprint 2,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-080,ACT-082,ACT-045,ACT-054","launch-1,action-wallet,epic-h,lane-b,act-083,sprint-2,action-buy,action-cancel-recover,channel-internal","Launch trust depends on operators being able to pause, retry, revoke, refund, and quarantine without engineering intervention.",Support retry finalize request more evidence pause revoke refund resolve dispute and quarantine host actions | Audit every rescue action | Expose state changes back to queues and run detail,Invisible human fulfillment | Free-form backdoor state edits,Operators can retry finalize request more evidence pause revoke refund resolve disputes and quarantine hosts | Every rescue action is audited | Queue and run detail state updates correctly,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-084,ACT-EH,Dispute queue,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-084
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-029, ACT-030

Why
Operators need a dedicated queue to triage and resolve disputes on time.

Scope
- List and search dispute cases
- Support triage and resolution steps
- Link dispute records to receipts and runs

Out of Scope
- Arbitration billing workflows
- Cross-tenant case analytics

Acceptance Criteria
- Dispute cases can be listed and searched
- Operators can triage and resolve cases
- Disputes link to receipts and runs

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,3,Highest,Sprint 2,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-080,ACT-029,ACT-030","launch-1,action-wallet,epic-h,lane-b,act-084,sprint-2,action-buy,action-cancel-recover,channel-internal",Operators need a dedicated queue to triage and resolve disputes on time.,List and search dispute cases | Support triage and resolution steps | Link dispute records to receipts and runs,Arbitration billing workflows | Cross-tenant case analytics,Dispute cases can be listed and searched | Operators can triage and resolve cases | Disputes link to receipts and runs,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-085,ACT-EH,Execution path health panel,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-085
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-081

Why
Launch still needs visible failure rates across host callbacks, providers, and verification paths even when Nooterra is not the executor.

Scope
- Track failure rates by host runtime verification path and provider touchpoint
- Show health trends and recent incidents
- Link to rescue and quarantine controls

Out of Scope
- Marketplace reputation scoring
- Provider procurement analytics

Acceptance Criteria
- Failure rates are tracked by host runtime verification path and provider touchpoint
- Health trends and recent incidents are shown
- Panel links to rescue and quarantine controls

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,2,Highest,Sprint 3,Backlog,Operator console,true,"buy,cancel/recover",internal,ACT-081,"launch-1,action-wallet,epic-h,lane-b,act-085,sprint-3,action-buy,action-cancel-recover,channel-internal","Launch still needs visible failure rates across host callbacks, providers, and verification paths even when Nooterra is not the executor.",Track failure rates by host runtime verification path and provider touchpoint | Show health trends and recent incidents | Link to rescue and quarantine controls,Marketplace reputation scoring | Provider procurement analytics,Failure rates are tracked by host runtime verification path and provider touchpoint | Health trends and recent incidents are shown | Panel links to rescue and quarantine controls,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-086,ACT-EH,Audit feed,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-086
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-083, ACT-068

Why
Launch rescue and override actions need one append-only feed for audit and support review.

Scope
- Record all operator actions
- Show actor action time and note metadata
- Filter the feed by run or dispute

Out of Scope
- External compliance exports
- Long-term retention tooling

Acceptance Criteria
- All operator actions are recorded
- Actor action time and note metadata are shown
- Feed can be filtered by run or dispute

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,2,Highest,Sprint 3,Backlog,Operator console,true,"buy,cancel/recover",internal,"ACT-080,ACT-083,ACT-068","launch-1,action-wallet,epic-h,lane-b,act-086,sprint-3,action-buy,action-cancel-recover,channel-internal",Launch rescue and override actions need one append-only feed for audit and support review.,Record all operator actions | Show actor action time and note metadata | Filter the feed by run or dispute,External compliance exports | Long-term retention tooling,All operator actions are recorded | Actor action time and note metadata are shown | Feed can be filtered by run or dispute,unit: queue and action state handling | integration: operator action APIs | smoke: rescue and dispute triage,operator override rate | incident count | dispute rate | queue delay,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
